id	county	rgo_code	rgo_code_st	rgo_code_no	rgo_name	msa_code	msa_name
48041	Brazos County	TX13	TX	13	Brazos Valley Council of Governments	TX13	College Station-Bryan, TX
48051	Burleson County	TX13	TX	13	Brazos Valley Council of Governments	TX13	College Station-Bryan, TX
48055	Caldwell County	TX12	TX	12	Capital Area Council of Governments	TX12	Austin-Round Rock, TX
48059	Callahan County	TX07	TX	07	West Central Texas Council of Governments	TX07	Abilene, TX
48061	Cameron County	TX21	TX	21	Lower Rio Grande Development Council	TX21	Brownsville-Harlingen, TX
48065	Carson County	TX01	TX	01	Panhandle Regional Planning Commission	TX01	Amarillo, TX
48071	Chambers County	TX16	TX	16	Houston-Galveston Area Council	TX16	Houston-The Woodlands-Sugar Land, TX
48077	Clay County	TX03	TX	03	Nortex Regional Planning Commission	TX03	Wichita Falls, TX
48085	Collin County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX
48091	Comal County	TX18	TX	18	Alamo Area Council of Governments	TX18	San Antonio-New Braunfels, TX
48099	Coryell County	TX23	TX	23	Central Texas Council of Governments	TX23	Killeen-Temple, TX
48107	Crosby County	TX02	TX	02	South Plains Association of Governments	TX02	Lubbock, TX
48113	Dallas County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX
48121	Denton County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX
48135	Ector County	TX09	TX	09	Permian Basin Regional Planning Commission	TX09	Odessa, TX
48139	Ellis County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX
48141	El Paso County	TX08	TX	08	Rio Grande Council of Governments	TX08	El Paso, TX
48145	Falls County	TX11	TX	11	Heart of Texas Council of Governments	TX11	Waco, TX
48157	Fort Bend County	TX16	TX	16	Houston-Galveston Area Council	TX16	Houston-The Woodlands-Sugar Land, TX
48167	Galveston County	TX16	TX	16	Houston-Galveston Area Council	TX16	Houston-The Woodlands-Sugar Land, TX
48175	Goliad County	TX17	TX	17	Golden Crescent Regional Planning Commission	TX17	Victoria, TX
48181	Grayson County	TX22	TX	22	Texoma Council of Governments	TX22	Sherman-Denison, TX
48183	Gregg County	TX06	TX	06	East Texas Council of Governments	TX06	Longview, TX
48187	Guadalupe County	TX18	TX	18	Alamo Area Council of Governments	TX18	San Antonio-New Braunfels, TX
48199	Hardin County	TX15	TX	15	South East Texas Regional Planning Commission	TX15	Beaumont-Port Arthur, TX
48201	Harris County	TX16	TX	16	Houston-Galveston Area Council	TX16	Houston-The Woodlands-Sugar Land, TX
48209	Hays County	TX12	TX	12	Capital Area Council of Governments	TX12	Austin-Round Rock, TX
48215	Hidalgo County	TX21	TX	21	Lower Rio Grande Development Council	TX21	McAllen-Edinburg-Mission, TX
48221	Hood County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX
48229	Hudspeth County	TX08	TX	08	Rio Grande Council of Governments	TX08	El Paso, TX
48231	Hunt County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX
48235	Irion County	TX10	TX	10	Concho Valley Area Council of Governments	TX10	San Angelo, TX
48245	Jefferson County	TX15	TX	15	South East Texas Regional Planning Commission	TX15	Beaumont-Port Arthur, TX
48251	Johnson County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX
48253	Jones County	TX07	TX	07	West Central Texas Council of Governments	TX07	Abilene, TX
48257	Kaufman County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX
48259	Kendall County	TX18	TX	18	Alamo Area Council of Governments	TX18	San Antonio-New Braunfels, TX
48281	Lampasas County	TX23	TX	23	Central Texas Council of Governments	TX23	Killeen-Temple, TX
48291	Liberty County	TX16	TX	16	Houston-Galveston Area Council	TX16	Houston-The Woodlands-Sugar Land, TX
48303	Lubbock County	TX02	TX	02	South Plains Association of Governments	TX02	Lubbock, TX
48305	Lynn County	TX02	TX	02	South Plains Association of Governments	TX02	Lubbock, TX
48309	McLennan County	TX11	TX	11	Heart of Texas Council of Governments	TX11	Waco, TX
48317	Martin County	TX09	TX	09	Permian Basin Regional Planning Commission	TX09	Midland, TX
48325	Medina County	TX18	TX	18	Alamo Area Council of Governments	TX18	San Antonio-New Braunfels, TX
48329	Midland County	TX09	TX	09	Permian Basin Regional Planning Commission	TX09	Midland, TX
48339	Montgomery County	TX16	TX	16	Houston-Galveston Area Council	TX16	Houston-The Woodlands-Sugar Land, TX
48351	Newton County	TX14	TX	14	Deep East Texas Council of Governments	TX15	Beaumont-Port Arthur, TX
48355	Nueces County	TX20	TX	20	Coastal Bend Council of Governments	TX20	Corpus Christi, TX
48359	Oldham County	TX01	TX	01	Panhandle Regional Planning Commission	TX01	Amarillo, TX
48361	Orange County	TX15	TX	15	South East Texas Regional Planning Commission	TX15	Beaumont-Port Arthur, TX
48367	Parker County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX
48375	Potter County	TX01	TX	01	Panhandle Regional Planning Commission	TX01	Amarillo, TX
48381	Randall County	TX01	TX	01	Panhandle Regional Planning Commission	TX01	Amarillo, TX
48395	Robertson County	TX13	TX	13	Brazos Valley Council of Governments	TX13	College Station-Bryan, TX
48397	Rockwall County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX
48401	Rusk County	TX06	TX	06	East Texas Council of Governments	TX06	Longview, TX
48409	San Patricio County	TX20	TX	20	Coastal Bend Council of Governments	TX20	Corpus Christi, TX
48423	Smith County	TX06	TX	06	East Texas Council of Governments	TX06	Tyler, TX
48425	Somervell County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX
48439	Tarrant County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX
48441	Taylor County	TX07	TX	07	West Central Texas Council of Governments	TX07	Abilene, TX
48451	Tom Green County	TX10	TX	10	Concho Valley Area Council of Governments	TX10	San Angelo, TX
48453	Travis County	TX12	TX	12	Capital Area Council of Governments	TX12	Austin-Round Rock, TX
48459	Upshur County	TX06	TX	06	East Texas Council of Governments	TX06	Longview, TX
48469	Victoria County	TX17	TX	17	Golden Crescent Regional Planning Commission	TX17	Victoria, TX
48473	Waller County	TX16	TX	16	Houston-Galveston Area Council	TX16	Houston-The Woodlands-Sugar Land, TX
48479	Webb County	TX19	TX	19	South Texas Development Council	TX19	Laredo, TX
48485	Wichita County	TX03	TX	03	Nortex Regional Planning Commission	TX03	Wichita Falls, TX
48491	Williamson County	TX12	TX	12	Capital Area Council of Governments	TX12	Austin-Round Rock, TX
48493	Wilson County	TX18	TX	18	Alamo Area Council of Governments	TX18	San Antonio-New Braunfels, TX
48497	Wise County	TX04	TX	04	North Central Texas Council of Governments	TX04	Dallas-Fort Worth-Arlington, TX
49003	Box Elder County	UT04	UT	04	Bear River Association of Governments	UT01	Ogden-Clearfield, UT
49005	Cache County	UT04	UT	04	Bear River Association of Governments	UT04	Logan, UT-ID
49011	Davis County	UT01	UT	01	Wasatch Front Regional Council	UT01	Ogden-Clearfield, UT
49023	Juab County	UT05	UT	05	Six County Association of Governments	UT02	Provo-Orem, UT
49029	Morgan County	UT01	UT	01	Wasatch Front Regional Council	UT01	Ogden-Clearfield, UT
49035	Salt Lake County	UT01	UT	01	Wasatch Front Regional Council	UT01	Salt Lake City, UT
49045	Tooele County	UT01	UT	01	Wasatch Front Regional Council	UT01	Salt Lake City, UT
49049	Utah County	UT02	UT	02	Mountainland Association of Governments	UT02	Provo-Orem, UT
49053	Washington County	UT03	UT	03	Five County Association of Governments	UT03	St. George, UT
49057	Weber County	UT01	UT	01	Wasatch Front Regional Council	UT01	Ogden-Clearfield, UT
51003	Albemarle County	VA11	VA	11	Thomas Jefferson Planning District Commission	VA11	Charlottesville, VA
51007	Amelia County	VA15	VA	15	Commonwealth Regional Council	VA02	Richmond, VA
51009	Amherst County	VA12	VA	12	Virginia's Region 2000 Local Government Council	VA12	Lynchburg, VA
51011	Appomattox County	VA12	VA	12	Virginia's Region 2000 Local Government Council	VA12	Lynchburg, VA
51013	Arlington County	DC01	DC	01	Metropolitan Washington Council of Governments	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV
51015	Augusta County	VA08	VA	08	Central Shenandoah Planning District Commission	VA08	Staunton-Waynesboro, VA
51019	Bedford County	VA12	VA	12	Virginia's Region 2000 Local Government Council	VA12	Lynchburg, VA
51023	Botetourt County	VA07	VA	07	Roanoke Valley-Alleghany Regional Commission	VA07	Roanoke, VA
51029	Buckingham County	VA15	VA	15	Commonwealth Regional Council	VA11	Charlottesville, VA
51031	Campbell County	VA12	VA	12	Virginia's Region 2000 Local Government Council	VA12	Lynchburg, VA
51033	Caroline County	VA16	VA	16	George Washington Regional Commission	VA02	Richmond, VA
51036	Charles City County	VA19	VA	19	Crater Planning District Commission	VA02	Richmond, VA
51041	Chesterfield County	VA02	VA	02	Richmond Regional Planning District	VA02	Richmond, VA
51043	Clarke County	VA09	VA	09	Northern Shenandoah Valley Regional Commission	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV
51045	Craig County	VA07	VA	07	Roanoke Valley-Alleghany Regional Commission	VA07	Roanoke, VA
51047	Culpeper County	VA10	VA	10	Rappahannock-Rapidan Regional Council	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV
51053	Dinwiddie County	VA19	VA	19	Crater Planning District Commission	VA02	Richmond, VA
51059	Fairfax County	DC01	DC	01	Metropolitan Washington Council of Governments	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV
51061	Fauquier County	VA10	VA	10	Rappahannock-Rapidan Regional Council	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV
51063	Floyd County	VA06	VA	06	New River Valley Regional Commission	VA06	Blacksburg-Christiansburg-Radford, VA
51065	Fluvanna County	VA11	VA	11	Thomas Jefferson Planning District Commission	VA11	Charlottesville, VA
51067	Franklin County	VA07	VA	07	Roanoke Valley-Alleghany Regional Commission	VA07	Roanoke, VA
51069	Frederick County	VA09	VA	09	Northern Shenandoah Valley Regional Commission	VA09	Winchester, VA-WV
51071	Giles County	VA06	VA	06	New River Valley Regional Commission	VA06	Blacksburg-Christiansburg-Radford, VA
51073	Gloucester County	VA01	VA	01	Hampton Roads Planning District Commission	VA01	Virginia Beach-Norfolk-Newport News, VA-NC
51075	Goochland County	VA02	VA	02	Richmond Regional Planning District	VA02	Richmond, VA
51079	Greene County	VA11	VA	11	Thomas Jefferson Planning District Commission	VA11	Charlottesville, VA
51085	Hanover County	VA02	VA	02	Richmond Regional Planning District	VA02	Richmond, VA
51087	Henrico County	VA02	VA	02	Richmond Regional Planning District	VA02	Richmond, VA
51093	Isle of Wight County	VA01	VA	01	Hampton Roads Planning District Commission	VA01	Virginia Beach-Norfolk-Newport News, VA-NC
51095	James City County	VA01	VA	01	Hampton Roads Planning District Commission	VA01	Virginia Beach-Norfolk-Newport News, VA-NC
51101	King William County	VA18	VA	18	Middle Penisula Planning District Commission	VA02	Richmond, VA
51107	Loudoun County	DC01	DC	01	Metropolitan Washington Council of Governments	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV
51115	Mathews County	VA18	VA	18	Middle Penisula Planning District Commission	VA01	Virginia Beach-Norfolk-Newport News, VA-NC
51121	Montgomery County	VA06	VA	06	New River Valley Regional Commission	VA06	Blacksburg-Christiansburg-Radford, VA
51125	Nelson County	VA11	VA	11	Thomas Jefferson Planning District Commission	VA11	Charlottesville, VA
51127	New Kent County	VA02	VA	02	Richmond Regional Planning District	VA02	Richmond, VA
51145	Powhatan County	VA02	VA	02	Richmond Regional Planning District	VA02	Richmond, VA
51149	Prince George County	VA19	VA	19	Crater Planning District Commission	VA02	Richmond, VA
51153	Prince William County	DC01	DC	01	Metropolitan Washington Council of Governments	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV
51155	Pulaski County	VA06	VA	06	New River Valley Regional Commission	VA06	Blacksburg-Christiansburg-Radford, VA
51157	Rappahannock County	VA10	VA	10	Rappahannock-Rapidan Regional Council	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV
51161	Roanoke County	VA07	VA	07	Roanoke Valley-Alleghany Regional Commission	VA07	Roanoke, VA
51165	Rockingham County	VA08	VA	08	Central Shenandoah Planning District Commission	VA08	Harrisonburg, VA
51169	Scott County	VA03	VA	03	Lenowisco Planning District Commission	TN09	Kingsport-Bristol-Bristol, TN-VA
51177	Spotsylvania County	VA16	VA	16	George Washington Regional Commission	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV
51179	Stafford County	VA16	VA	16	George Washington Regional Commission	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV
51183	Sussex County	VA19	VA	19	Crater Planning District Commission	VA02	Richmond, VA
51187	Warren County	VA09	VA	09	Northern Shenandoah Valley Regional Commission	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV
51191	Washington County	VA05	VA	05	Mount Rogers Planning District Commission	TN09	Kingsport-Bristol-Bristol, TN-VA
51199	York County	VA01	VA	01	Hampton Roads Planning District Commission	VA01	Virginia Beach-Norfolk-Newport News, VA-NC
51510	Alexandria, CityDC01	DC	01	Metropolitan Washington Council of Governments	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV
51520	Bristol, City of[23]VA99	VA	99	None	TN09	Kingsport-Bristol-Bristol, TN-VA
51540	Charlottesville, City of[23]	VA11	VA	11	Thomas Jefferson Planning District Commission	VA11	Charlottesville, VA
51550	Chesapeake, City of[23]VA01	VA	01	Hampton Roads Planning District Commission	VA01	Virginia Beach-Norfolk-Newport News, VA-NC
51570	Colonial Heights, City of[23]	VA19	VA	19	Crater Planning District Commission	VA02	Richmond, VA
51600	Fairfax, City DC01	DC	01	Metropolitan Washington Council of Governments	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV
51610	Falls Church, CityDC01	DC	01	Metropolitan Washington Council of Governments	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV
51630	Fredericksburg, City of[23]	VA16	VA	16	George Washington Regional Commission	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV
51650	Hampton, City of[23]VA01	VA	01	Hampton Roads Planning District Commission	VA01	Virginia Beach-Norfolk-Newport News, VA-NC
51660	Harrisonburg, City of[23]	VA08	VA	08	Central Shenandoah Planning District Commission	VA08	Harrisonburg, VA
51670	Hopewell, City of[23]	VA19	VA	19	Crater Planning District Commission	VA02	Richmond, VA
51680	Lynchburg, City of[23]	VA12	VA	12	Virginia's Region 2000 Local Government Council	VA12	Lynchburg, VA
51683	Manassas, City DC01	DC	01	Metropolitan Washington Council of Governments	DC01	Washington-Arlington-Alexandria, DC-VA-MD-WV
51700	Newport News, City of[23]	VA01	VA	01	Hampton Roads Planning District Commission	VA01	Virginia Beach-Norfolk-Newport News, VA-NC
51710	Norfolk, City of[23]	VA01	VA	01	Hampton Roads Planning District Commission	VA01	Virginia Beach-Norfolk-Newport News, VA-NC
51730	Petersburg, City of[23]	VA19	VA	19	Crater Planning District Commission	VA02	Richmond, VA
51735	Poquoson, City of[23]	VA01	VA	01	Hampton Roads Planning District Commission	VA01	Virginia Beach-Norfolk-Newport News, VA-NC
51740	Portsmouth, City of[23]	VA01	VA	01	Hampton Roads Planning District Commission	VA01	Virginia Beach-Norfolk-Newport News, VA-NC
51750	Radford, City of[23]	VA06	VA	06	New River Valley Regional Commission	VA06	Blacksburg-Christiansburg-Radford, VA
51760	Richmond, City of[23]	VA02	VA	02	Richmond Regional Planning District	VA02	Richmond, VA
51770	Roanoke, City of[23]	VA07	VA	07	Roanoke Valley-Alleghany Regional Commission	VA07	Roanoke, VA
51775	Salem, City of[23]	VA07	VA	07	Roanoke Valley-Alleghany Regional Commission	VA07	Roanoke, VA
51790	Staunton, City of[23]	VA08	VA	08	Central Shenandoah Planning District Commission	VA08	Staunton-Waynesboro, VA
51800	Suffolk, City of[23]	VA01	VA	01	Hampton Roads Planning District Commission	VA01	Virginia Beach-Norfolk-Newport News, VA-NC
51810	Virginia Beach, City of[23]	VA01	VA	01	Hampton Roads Planning District Commission	VA01	Virginia Beach-Norfolk-Newport News, VA-NC
51820	Waynesboro, City of[23]VA08	VA	08	Central Shenandoah Planning District Commission	VA08	Staunton-Waynesboro, VA
51830	Williamsburg, City of[23]	VA01	VA	01	Hampton Roads Planning District Commission	VA01	Virginia Beach-Norfolk-Newport News, VA-NC
51840	Winchester, City of[23]	VA09	VA	09	Northern Shenandoah Valley Regional Commission	VA09	Winchester, VA-WV
53003	Asotin County	WA11	WA	11	Southeast Washington Economic Development Association	ID05	Lewiston, ID-WA
53007	Chelan County	WA08	WA	08	North Central Washington Development District	WA08	Wenatchee, WA
53011	Clark County	WA50	WA	50	Southwest Washington Regional Transportation Council	OR75	Portland-Vancouver-Hillsboro, OR-WA
53013	Columbia County	WA11	WA	11	Southeast Washington Economic Development Association	WA52	Walla Walla, WA
53017	Douglas County	WA08	WA	08	North Central Washington Development District	WA08	Wenatchee, WA
53051	Pend Oreille County	WA10	WA	10	Tri County Economic Development District	WA51	Spokane-Spokane Valley, WA
53057	Skagit County	WA09	WA	09	Skagit Council of Governments	WA09	Mount Vernon-Anacortes, WA
53059	Skamania County	WA50	WA	50	Southwest Washington Regional Transportation Council	OR75	Portland-Vancouver-Hillsboro, OR-WA
53063	Spokane County	WA51	WA	51	none	WA51	Spokane-Spokane Valley, WA
53065	Stevens County	WA10	WA	10	Tri County Economic Development District	WA51	Spokane-Spokane Valley, WA
53067	Thurston County	WA05	WA	05	Thurston Regional Planning Council	WA05	Olympia-Tumwater, WA
53071	Walla Walla County	WA52	WA	52	none	WA52	Walla Walla, WA
53073	Whatcom Washington	WA06	WA	06	Whatcom Council of Governments	WA06	Bellingham, WA
53077	Yakima County	WA07	WA	07	Yakima Valley Conference of Governments	WA07	Yakima, WA
54003	Berkeley County	WV09	WV	09	The Eastern Panhandle Regional Planning and Development Council	MD02	Hagerstown-Martinsburg, MD-WV
54005	Boone County	WV01	WV	01	Regional Intergovernmental Council	WV01	Charleston, WV
54009	Brooke County	WV11	WV	11	Brooke-Hancock Regional Council	WV11	Weirton-Steubenville, WV-OH
