id	county	rgo_code	rgo_code_st	rgo_code_no	rgo_name	msa_code	msa_name
34019	Hunterdon County	NJ50	NJ	50	North Jersey Transportation Plnning Authority	NY51	New York-Newark-Jersey City, NY-NJ-PA
34021	Mercer County	PA01	PA	01	Delaware Valley Regional Planning Commission	PA01	Trenton, NJ
34023	Middlesex County	NJ50	NJ	50	North Jersey Transportation Plnning Authority	NY51	New York-Newark-Jersey City, NY-NJ-PA
34025	Monmouth County	NJ50	NJ	50	North Jersey Transportation Plnning Authority	NY51	New York-Newark-Jersey City, NY-NJ-PA
34027	Morris County	NJ50	NJ	50	North Jersey Transportation Plnning Authority	NY51	New York-Newark-Jersey City, NY-NJ-PA
34029	Ocean County	NJ50	NJ	50	North Jersey Transportation Plnning Authority	NY51	New York-Newark-Jersey City, NY-NJ-PA
34031	Passaic County	NJ50	NJ	50	North Jersey Transportation Plnning Authority	NY51	New York-Newark-Jersey City, NY-NJ-PA
34033	Salem County	NJ51	NJ	51	South Jersey Transportation Planning Organization	PA01	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
34035	Somerset County	NJ50	NJ	50	North Jersey Transportation Plnning Authority	NY51	New York-Newark-Jersey City, NY-NJ-PA
34037	Sussex County	NJ50	NJ	50	North Jersey Transportation Plnning Authority	NY51	New York-Newark-Jersey City, NY-NJ-PA
34039	Union County	NJ50	NJ	50	North Jersey Transportation Plnning Authority	NY51	New York-Newark-Jersey City, NY-NJ-PA
34041	Warren County	NJ50	NJ	50	North Jersey Transportation Plnning Authority	PA04	Allentown-Bethlehem-Easton, PA-NJ
35001	Bernalillo County	NM01	NM	01	Mid-Region Council of Governments of New Mexico	NM01	Albuquerque, NM
35013	Doña Ana County	NM05	NM	05	South Central Council of Governments	NM05	Las Cruces, NM
35013	Doña Ana County	TX08	TX	08	South Central Council of Governments	NM05	Las Cruces, NM
35043	Sandoval County	NM01	NM	01	Mid-Region Council of Governments of New Mexico	NM01	Albuquerque, NM
35045	San Juan County	NM02	NM	02	Northwest New Mexico Council of Governments	NM02	Farmington, NM
35049	Santa Fe County	NM06	NM	06	North Central New Mexico EDD and COG	NM06	Santa Fe, NM
35057	Torrance County	NM01	NM	01	Mid-Region Council of Governments of New Mexico	NM01	Albuquerque, NM
35061	Valencia County	NM01	NM	01	Mid-Region Council of Governments of New Mexico	NM01	Albuquerque, NM
36001	Albany County	NY01	NY	01	Capital District Planning Commission	NY01	Albany-Schenectady-Troy, NY
36005	Bronx County	NY51	NY	51	none	NY51	New York-Newark-Jersey City, NY-NJ-PA
36007	Broome County	NY08	NY	08	Southern Tier East Regional Planning Development Board	NY08	Binghamton, NY
36015	Chemung County	NY02	NY	02	Southern Tier Central Planning and Development Board	NY02	Elmira, NY
36027	Dutchess County	NY54	NY	54	none	NY51	New York-Newark-Jersey City, NY-NJ-PA
36029	Erie County	NY52	NY	52	none	NY52	Buffalo-Cheektowaga-Niagara Falls, NY
36043	Herkimer County	NY05	NY	05	Mohawk Valley Economic Development District	NY05	Utica-Rome, NY
36045	Jefferson County	NY53	NY	53	None	NY53	Watertown-Fort Drum, NY
36047	Kings County	NY51	NY	51	none	NY51	New York-Newark-Jersey City, NY-NJ-PA
36051	Livingston County	NY03	NY	03	Genesee Finger Lakes Regional Planning Council	NY03	Rochester, NY
36053	Madison County	NY04	NY	04	Central New York Regional Planning and Development Board	NY04	Syracuse, NY
36055	Monroe County	NY03	NY	03	Genesee Finger Lakes Regional Planning Council	NY03	Rochester, NY
36059	Nassau County	NY51	NY	51	none	NY51	New York-Newark-Jersey City, NY-NJ-PA
36061	New York County	NY51	NY	51	none	NY51	New York-Newark-Jersey City, NY-NJ-PA
36063	Niagara County	NY52	NY	52	none	NY52	Buffalo-Cheektowaga-Niagara Falls, NY
36065	Oneida County	NY05	NY	05	Mohawk Valley Economic Development District	NY05	Utica-Rome, NY
36067	Onondaga County	NY04	NY	04	Central New York Regional Planning and Development Board	NY04	Syracuse, NY
36069	Ontario County	NY03	NY	03	Genesee Finger Lakes Regional Planning Council	NY03	Rochester, NY
36071	Orange County	NY55	NY	55	none	NY51	New York-Newark-Jersey City, NY-NJ-PA
36073	Orleans County	NY03	NY	03	Genesee Finger Lakes Regional Planning Council	NY03	Rochester, NY
36075	Oswego County	NY04	NY	04	Central New York Regional Planning and Development Board	NY04	Syracuse, NY
36079	Putnam County	NY51	NY	51	none	NY51	New York-Newark-Jersey City, NY-NJ-PA
36081	Queens County	NY51	NY	51	none	NY51	New York-Newark-Jersey City, NY-NJ-PA
36083	Rensselaer County	NY01	NY	01	Capital District Planning Commission	NY01	Albany-Schenectady-Troy, NY
36085	Richmond County	NY51	NY	51	none	NY51	New York-Newark-Jersey City, NY-NJ-PA
36087	Rockland County	NY51	NY	51	none	NY51	New York-Newark-Jersey City, NY-NJ-PA
36091	Saratoga County	NY01	NY	01	Capital District Planning Commission	NY01	Albany-Schenectady-Troy, NY
36093	Schenectady County	NY01	NY	01	Capital District Planning Commission	NY01	Albany-Schenectady-Troy, NY
36095	Schoharie County	NY08	NY	08	Southern Tier East Regional Planning Development Board	NY01	Albany-Schenectady-Troy, NY
36103	Suffolk County	NY51	NY	51	none	NY51	New York-Newark-Jersey City, NY-NJ-PA
36107	Tioga County	NY08	NY	08	Southern Tier East Regional Planning Development Board	NY08	Binghamton, NY
36109	Tompkins County	NY08	NY	08	Southern Tier East Regional Planning Development Board	NY08	Ithaca, NY
36111	Ulster County	NY50	NY	50	none	NY50	Kingston, NY
36113	Warren County	NY07	NY	07	Lake Champlain-Lake George Regional Planning Board	NY07	Glens Falls, NY
36115	Washington County	NY07	NY	07	Lake Champlain-Lake George Regional Planning Board	NY07	Glens Falls, NY
36117	Wayne County	NY03	NY	03	Genesee Finger Lakes Regional Planning Council	NY03	Rochester, NY
36119	Westchester County	NY51	NY	51	none	NY51	New York-Newark-Jersey City, NY-NJ-PA
36123	Yates County	NY03	NY	03	Genesee Finger Lakes Regional Planning Council	NY03	Rochester, NY
37001	Alamance County	NC02	NC	02	Piedmont Triad Regional Council	NC02	Burlington, NC
37003	Alexander County	NC08	NC	08	Western Piedmont Council of Governments	NC08	Hickory-Lenoir-Morganton, NC
37019	Brunswick County	NC13	NC	13	Cape Fear Council of Governments	SC10	Myrtle Beach-Conway-North Myrtle Beach, SC-NC
37021	Buncombe County	NC05	NC	05	Land-of-Sky Regional Council	NC05	Asheville, NC
37023	Burke County	NC08	NC	08	Western Piedmont Council of Governments	NC08	Hickory-Lenoir-Morganton, NC
37025	Cabarrus County	NC01	NC	01	Centralina Council of Governments	NC01	Charlotte-Concord-Gastonia, NC-SC
37027	Caldwell County	NC08	NC	08	Western Piedmont Council of Governments	NC08	Hickory-Lenoir-Morganton, NC
37035	Catawba County	NC08	NC	08	Western Piedmont Council of Governments	NC08	Hickory-Lenoir-Morganton, NC
37037	Chatham County	NC03	NC	03	Triangle J Council of Governments	NC03	Durham-Chapel Hill, NC
37049	Craven County	NC14	NC	14	Eastern Carolina Council of Governments	NC14	New Bern, NC
37051	Cumberland County	NC11	NC	11	Mid-Carolina Council of Governments	NC11	Fayetteville, NC
37053	Currituck County	NC16	NC	16	Albemarle Commission	VA01	Virginia Beach-Norfolk-Newport News, VA-NC
37057	Davidson County	NC02	NC	02	Piedmont Triad Regional Council	NC02	Winston-Salem, NC
37059	Davie County	NC02	NC	02	Piedmont Triad Regional Council	NC02	Winston-Salem, NC
37063	Durham County	NC03	NC	03	Triangle J Council of Governments	NC03	Durham-Chapel Hill, NC
37065	Edgecombe County	NC10	NC	10	Upper Coastal Plain Council of Governments	NC10	Rocky Mount, NC
37067	Forsyth County	NC02	NC	02	Piedmont Triad Regional Council	NC02	Winston-Salem, NC
37069	Franklin County	NC09	NC	09	Kerr-Tar Council of Governments	NC03	Raleigh, NC
37071	Gaston County	NC01	NC	01	Centralina Council of Governments	NC01	Charlotte-Concord-Gastonia, NC-SC
37073	Gates County	NC16	NC	16	Albemarle Commission	VA01	Virginia Beach-Norfolk-Newport News, VA-NC
37081	Guilford County	NC02	NC	02	Piedmont Triad Regional Council	NC02	Greensboro-High Point, NC
37087	Haywood County	NC04	NC	04	Southwestern Commission	NC05	Asheville, NC
37089	Henderson County	NC05	NC	05	Land-of-Sky Regional Council	NC05	Asheville, NC
37093	Hoke County	NC12	NC	12	Lumber River Council of Governments	NC11	Fayetteville, NC
37097	Iredell County	NC01	NC	01	Centralina Council of Governments	NC01	Charlotte-Concord-Gastonia, NC-SC
37101	Johnston County	NC03	NC	03	Triangle J Council of Governments	NC03	Raleigh, NC
37103	Jones County	NC14	NC	14	Eastern Carolina Council of Governments	NC14	New Bern, NC
37109	Lincoln County	NC01	NC	01	Centralina Council of Governments	NC01	Charlotte-Concord-Gastonia, NC-SC
37115	Madison County	NC05	NC	05	Land-of-Sky Regional Council	NC05	Asheville, NC
37119	Mecklenburg County	NC01	NC	01	Centralina Council of Governments	NC01	Charlotte-Concord-Gastonia, NC-SC
37127	Nash County	NC10	NC	10	Upper Coastal Plain Council of Governments	NC10	Rocky Mount, NC
37129	New Hanover County	NC13	NC	13	Cape Fear Council of Governments	NC13	Wilmington, NC
37135	Orange County	NC03	NC	03	Triangle J Council of Governments	NC03	Durham-Chapel Hill, NC
37137	Pamlico County	NC14	NC	14	Eastern Carolina Council of Governments	NC14	New Bern, NC
37141	Pender County	NC13	NC	13	Cape Fear Council of Governments	NC13	Wilmington, NC
37147	Pitt County	NC15	NC	15	Mid-East Commission	NC15	Greenville, NC
37151	Randolph County	NC02	NC	02	Piedmont Triad Regional Council	NC02	Greensboro-High Point, NC
37157	Rockingham County	NC02	NC	02	Piedmont Triad Regional Council	NC02	Greensboro-High Point, NC
37159	Rowan County	NC01	NC	01	Centralina Council of Governments	NC01	Charlotte-Concord-Gastonia, NC-SC
37169	Stokes County	NC02	NC	02	Piedmont Triad Regional Council	NC02	Winston-Salem, NC
37179	Union County	NC01	NC	01	Centralina Council of Governments	NC01	Charlotte-Concord-Gastonia, NC-SC
37183	Wake County	NC03	NC	03	Triangle J Council of Governments	NC03	Raleigh, NC
37191	Wayne County	NC14	NC	14	Eastern Carolina Council of Governments	NC14	Goldsboro, NC
37197	Yadkin County	NC02	NC	02	Piedmont Triad Regional Council	NC02	Winston-Salem, NC
38015	Burleigh County	ND02	ND	02	Lewis and Clark Regional Development Council	ND02	Bismarck, ND
38017	Cass County	ND01	ND	01	Lake Agassiz Regional Council	ND01	Fargo, ND-MN
38059	Morton County	ND02	ND	02	Lewis and Clark Regional Development Council	ND02	Bismarck, ND
38065	Oliver County	ND02	ND	02	Lewis and Clark Regional Development Council	ND02	Bismarck, ND
38085	Sioux County	ND02	ND	02	Lewis and Clark Regional Development Council	ND02	Bismarck, ND
39003	Allen County	OH50	OH	50	None	OH50	Lima, OH
39013	Belmont County	WV10	WV	10	Belomar Regional Council	WV10	Wheeling, WV-OH
39015	Brown County	OH09	OH	09	Ohio Valley Regional Development Commission	OH01	Cincinnati, OH-KY-IN
39017	Butler County	OH01	OH	01	Ohio-Kentucky-Indiana Regional Council of Governments	OH01	Cincinnati, OH-KY-IN
39019	Carroll County	OH02	OH	02	Northeast Ohio Four County Regional Planning and Development Organization	OH02	Canton-Massillon, OH
39023	Clark County	OH51	OH	51	NONE	OH51	Springfield, OH
39025	Clermont County	OH01	OH	01	Ohio-Kentucky-Indiana Regional Council of Governments	OH01	Cincinnati, OH-KY-IN
39035	Cuyahoga County	OH03	OH	03	Northeast Ohio Areawide Coordinating Agency	OH03	Cleveland-Elyria, OH
39041	Delaware County	OH04	OH	04	Mid-Ohio Regional Planning Commission	OH04	Columbus, OH
39045	Fairfield County	OH04	OH	04	Mid-Ohio Regional Planning Commission	OH04	Columbus, OH
39049	Franklin County	OH04	OH	04	Mid-Ohio Regional Planning Commission	OH04	Columbus, OH
39051	Fulton County	OH10	OH	10	Maumee Valley Planning Organization	OH06	Toledo, OH
39055	Geauga County	OH03	OH	03	Northeast Ohio Areawide Coordinating Agency	OH03	Cleveland-Elyria, OH
39057	Greene County	OH05	OH	05	Miami Valley Regional Planning Commission	OH05	Dayton, OH
39061	Hamilton County	OH01	OH	01	Ohio-Kentucky-Indiana Regional Council of Governments	OH01	Cincinnati, OH-KY-IN
39073	Hocking County	OH08	OH	08	Buckeye Hills - Hocking Valley Regional Development District	OH04	Columbus, OH
39081	Jefferson County	WV11	WV	11	Brooke-Hancock Regional Council	WV11	Weirton-Steubenville, WV-OH
39085	Lake County	OH03	OH	03	Northeast Ohio Areawide Coordinating Agency	OH03	Cleveland-Elyria, OH
39087	Lawrence County	OH09	OH	09	Ohio Valley Regional Development Commission	WV03	Huntington-Ashland, WV-KY-OH
39089	Licking County	OH04	OH	04	Mid-Ohio Regional Planning Commission	OH04	Columbus, OH
39093	Lorain County	OH03	OH	03	Northeast Ohio Areawide Coordinating Agency	OH03	Cleveland-Elyria, OH
39095	Lucas County	OH06	OH	06	Toledo Metropolitan Area Council of Governments	OH06	Toledo, OH
39097	Madison County	OH04	OH	04	Mid-Ohio Regional Planning Commission	OH04	Columbus, OH
39099	Mahoning County	OH07	OH	07	Eastgate Regional Council of Governments	OH07	Youngstown-Warren-Boardman, OH-PA
39103	Medina County	OH03	OH	03	Northeast Ohio Areawide Coordinating Agency	OH03	Cleveland-Elyria, OH
39109	Miami County	OH05	OH	05	Miami Valley Regional Planning Commission	OH05	Dayton, OH
39113	Montgomery County	OH05	OH	05	Miami Valley Regional Planning Commission	OH05	Dayton, OH
39117	Morrow County	OH04	OH	04	Mid-Ohio Regional Planning Commission	OH04	Columbus, OH
39127	Perry County	OH08	OH	08	Buckeye Hills - Hocking Valley Regional Development District	OH04	Columbus, OH
39129	Pickaway County	OH04	OH	04	Mid-Ohio Regional Planning Commission	OH04	Columbus, OH
39133	Portage County	OH02	OH	02	Northeast Ohio Four County Regional Planning and Development Organization	OH02	Akron, OH
39139	Richland County	OH53	OH	53	NONE	OH53	Mansfield, OH
39151	Stark County	OH02	OH	02	Northeast Ohio Four County Regional Planning and Development Organization	OH02	Canton-Massillon, OH
39153	Summit County	OH02	OH	02	Northeast Ohio Four County Regional Planning and Development Organization	OH02	Akron, OH
39155	Trumbull County	OH07	OH	07	Eastgate Regional Council of Governments	OH07	Youngstown-Warren-Boardman, OH-PA
39159	Union County	OH04	OH	04	Mid-Ohio Regional Planning Commission	OH04	Columbus, OH
39165	Warren County	OH01	OH	01	Ohio-Kentucky-Indiana Regional Council of Governments	OH01	Cincinnati, OH-KY-IN
39173	Wood County	OH06	OH	06	Toledo Metropolitan Area Council of Governments	OH06	Toledo, OH
40017	Canadian County	OK01	OK	01	Association of Central Oklahoma Governments	OK01	Oklahoma City, OK
40027	Cleveland County	OK01	OK	01	Association of Central Oklahoma Governments	OK01	Oklahoma City, OK
40031	Comanche County	OK05	OK	05	Association of South Central Oklahoma Governments	OK05	Lawton, OK
40033	Cotton County	OK05	OK	05	Association of South Central Oklahoma Governments	OK05	Lawton, OK
40037	Creek County	OK02	OK	02	Indian Nations Council of Governments	OK02	Tulsa, OK
40051	Grady County	OK05	OK	05	Association of South Central Oklahoma Governments	OK01	Oklahoma City, OK
40079	Le Flore County	OK07	OK	07	Kiamichi Economic Development District of Oklahoma	AR03	Fort Smith, AR-OK
40081	Lincoln County	OK11	OK	11	Central Oklahoma Economic Development District	OK01	Oklahoma City, OK
40083	Logan County	OK01	OK	01	Association of Central Oklahoma Governments	OK01	Oklahoma City, OK
40087	McClain County	OK05	OK	05	Association of South Central Oklahoma Governments	OK01	Oklahoma City, OK
40109	Oklahoma County	OK01	OK	01	Association of Central Oklahoma Governments	OK01	Oklahoma City, OK
40113	Osage County	OK02	OK	02	Indian Nations Council of Governments	OK02	Tulsa, OK
40117	Pawnee County	OK11	OK	11	Central Oklahoma Economic Development District	OK02	Tulsa, OK
40131	Rogers County	OK02	OK	02	Indian Nations Council of Governments	OK02	Tulsa, OK
40135	Sequoyah County	OK08	OK	08	Estern Oklahoma Development District	AR03	Fort Smith, AR-OK
40143	Tulsa County	OK02	OK	02	Indian Nations Council of Governments	OK02	Tulsa, OK
40145	Wagoner County	OK02	OK	02	Indian Nations Council of Governments	OK02	Tulsa, OK
41003	Benton County	OR06	OR	06	Oregon Cascades West Council of Governments	OR06	Corvallis, OR
41005	Clackamas County	OR75	OR	75	Portland Metro	OR75	Portland-Vancouver-Hillsboro, OR-WA
41009	Columbia County	OR10	OR	10	Columbia-Pacific Economic Development District	OR75	Portland-Vancouver-Hillsboro, OR-WA
41017	Deschutes County	OR02	OR	02	Central Oregon Intergovernmental Council	OR02	Bend-Redmond, OR
41029	Jackson County	OR07	OR	07	Rogue Valley Council of Governments	OR07	Medford, OR
41033	Josephine County	OR07	OR	07	Rogue Valley Council of Governments	OR07	Grants Pass, OR
41039	Lane County	OR03	OR	03	Lane Council of Governments	OR03	Eugene, OR
41043	Linn County	OR06	OR	06	Oregon Cascades West Council of Governments	OR06	Albany, OR
41047	Marion County	OR05	OR	05	Mid-Willamette Valley Council of Governments	OR05	Salem, OR
41051	Multnomah County	OR75	OR	75	Portland Metro	OR75	Portland-Vancouver-Hillsboro, OR-WA
41053	Polk County	OR05	OR	05	Mid-Willamette Valley Council of Governments	OR05	Salem, OR
41067	Washington County	OR75	OR	75	Portland Metro	OR75	Portland-Vancouver-Hillsboro, OR-WA
41071	Yamhill County	OR05	OR	05	Mid-Willamette Valley Council of Governments	OR75	Portland-Vancouver-Hillsboro, OR-WA
42001	Adams County	PA50	PA	50	NONE	PA50	Gettysburg, PA
42003	Allegheny County	PA02	PA	02	Southwestern Pennsylvania Commission	PA02	Pittsburgh, PA
42005	Armstrong County	PA02	PA	02	Southwestern Pennsylvania Commission	PA02	Pittsburgh, PA
42007	Beaver County	PA02	PA	02	Southwestern Pennsylvania Commission	PA02	Pittsburgh, PA
42011	Berks County	PA51	PA	51	NONE	PA51	Reading, PA
42013	Blair County	PA05	PA	05	Southern Alleghenies Planning & Development Commission	PA05	Altoona, PA
42017	Bucks County	PA01	PA	01	Delaware Valley Regional Planning Commission	PA01	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
42019	Butler County	PA02	PA	02	Southwestern Pennsylvania Commission	PA02	Pittsburgh, PA
42021	Cambria County	PA05	PA	05	Southern Alleghenies Planning & Development Commission	PA05	Johnstown, PA
42025	Carbon County	PA07	PA	07	Northeastern Pennsylvania Alliance	PA04	Allentown-Bethlehem-Easton, PA-NJ
42027	Centre County	PA06	PA	06	SEDA Council of Governments	PA06	State College, PA
42029	Chester County	PA01	PA	01	Delaware Valley Regional Planning Commission	PA01	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
42037	Columbia County	PA06	PA	06	SEDA Council of Governments	PA06	Bloomsburg-Berwick, PA
42041	Cumberland County	PA03	PA	03	Tri-County Regional Planning Commission 	PA03	Harrisburg-Carlisle, PA
42043	Dauphin County	PA03	PA	03	Tri-County Regional Planning Commission 	PA03	Harrisburg-Carlisle, PA
42045	Delaware County	PA01	PA	01	Delaware Valley Regional Planning Commission	PA01	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
42049	Erie County	PA08	PA	08	Northwest Commission	PA08	Erie, PA
42051	Fayette County	PA02	PA	02	Southwestern Pennsylvania Commission	PA02	Pittsburgh, PA
42055	Franklin County	PA52	PA	52	NONE	PA52	Chambersburg-Waynesboro, PA
42071	Lancaster County	PA53	PA	53	NONE	PA53	Lancaster, PA
42075	Lebanon County	PA54	PA	54	NONE	PA54	Lebanon, PA
42077	Lehigh County	PA04	PA	04	Lehigh Valley Planning Commission	PA04	Allentown-Bethlehem-Easton, PA-NJ
42081	Lycoming County	PA06	PA	06	SEDA Council of Governments	PA06	Williamsport, PA
42085	Mercer County	PA08	PA	08	Northwest Commission	OH07	Youngstown-Warren-Boardman, OH-PA
42089	Monroe County	PA07	PA	07	Northeastern Pennsylvania Alliance	PA07	East Stroudsburg, PA
42091	Montgomery County	PA01	PA	01	Delaware Valley Regional Planning Commission	PA01	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
42093	Montour County	PA06	PA	06	SEDA Council of Governments	PA06	Bloomsburg-Berwick, PA
42095	Northampton County	PA04	PA	04	Lehigh Valley Planning Commission	PA04	Allentown-Bethlehem-Easton, PA-NJ
42099	Perry County	PA03	PA	03	Tri-County Regional Planning Commission 	PA03	Harrisburg-Carlisle, PA
42101	Philadelphia County	PA01	PA	01	Delaware Valley Regional Planning Commission	PA01	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
42103	Pike County	PA07	PA	07	Northeastern Pennsylvania Alliance	NY51	New York-Newark-Jersey City, NY-NJ-PA
42125	Washington County	PA02	PA	02	Southwestern Pennsylvania Commission	PA02	Pittsburgh, PA
42129	Westmoreland County	PA02	PA	02	Southwestern Pennsylvania Commission	PA02	Pittsburgh, PA
42133	York County	PA55	PA	55	NONE	PA55	York-Hanover, PA
45003	Aiken County	SC06	SC	06	Lower Savannah Council of Governments	GA08	Augusta-Richmond County, GA-SC
45007	Anderson County	SC02	SC	02	Appalachian Council of Governments	SC02	Greenville-Anderson-Mauldin, SC
45013	Beaufort County	SC05	SC	05	Lowcountry Council of Governments	SC05	Hilton Head Island-Bluffton-Beaufort, SC
45015	Berkeley County	SC03	SC	03	Berkeley-Charleston-Dorchester Council of Governments	SC03	Charleston-North Charleston, SC
45017	Calhoun County	SC06	SC	06	Lower Savannah Council of Governments	SC01	Columbia, SC
45019	Charleston County	SC03	SC	03	Berkeley-Charleston-Dorchester Council of Governments	SC03	Charleston-North Charleston, SC
45023	Chester County	SC04	SC	04	Catawba Regional Council of Governments	NC01	Charlotte-Concord-Gastonia, NC-SC
45031	Darlington County	SC07	SC	07	Pee Dee Regional Council of Governments	SC07	Florence, SC
45035	Dorchester County	SC03	SC	03	Berkeley-Charleston-Dorchester Council of Governments	SC03	Charleston-North Charleston, SC
45037	Edgefield County	SC09	SC	09	Upper Savannah Council of Governments	GA08	Augusta-Richmond County, GA-SC
45039	Fairfield County	SC01	SC	01	Central Midlands Council of Governments	SC01	Columbia, SC
45041	Florence County	SC07	SC	07	Pee Dee Regional Council of Governments	SC07	Florence, SC
45045	Greenville County	SC02	SC	02	Appalachian Council of Governments	SC02	Greenville-Anderson-Mauldin, SC
45051	Horry County	SC10	SC	10	Waccamaw Regional Council of Governments	SC10	Myrtle Beach-Conway-North Myrtle Beach, SC-NC
45053	Jasper County	SC05	SC	05	Lowcountry Council of Governments	SC05	Hilton Head Island-Bluffton-Beaufort, SC
45055	Kershaw County	SC08	SC	08	Santee-Lynches Regional Council of Governments	SC01	Columbia, SC
45057	Lancaster County	SC04	SC	04	Catawba Regional Council of Governments	NC01	Charlotte-Concord-Gastonia, NC-SC
45059	Laurens County	SC09	SC	09	Upper Savannah Council of Governments	SC02	Greenville-Anderson-Mauldin, SC
45063	Lexington County	SC01	SC	01	Central Midlands Council of Governments	SC01	Columbia, SC
45077	Pickens County	SC02	SC	02	Appalachian Council of Governments	SC02	Greenville-Anderson-Mauldin, SC
45079	Richland County	SC01	SC	01	Central Midlands Council of Governments	SC01	Columbia, SC
45081	Saluda County	SC09	SC	09	Upper Savannah Council of Governments	SC01	Columbia, SC
45083	Spartanburg County	SC02	SC	02	Appalachian Council of Governments	SC02	Spartanburg, SC
45085	Sumter County	SC08	SC	08	Santee-Lynches Regional Council of Governments	SC08	Sumter, SC
45087	Union County	SC04	SC	04	Catawba Regional Council of Governments	SC02	Spartanburg, SC
45091	York County	SC04	SC	04	Catawba Regional Council of Governments	NC01	Charlotte-Concord-Gastonia, NC-SC
46033	Custer County	SD02	SD	02	Black Hills Council of Governments	SD02	Rapid City, SD
46083	Lincoln County	SD01	SD	01	South Eastern Council of Governments	SD01	Sioux Falls, SD
46087	McCook County	SD01	SD	01	South Eastern Council of Governments	SD01	Sioux Falls, SD
46099	Minnehaha County	SD01	SD	01	South Eastern Council of Governments	SD01	Sioux Falls, SD
46103	Pennington County	SD02	SD	02	Black Hills Council of Governments	SD02	Rapid City, SD
46125	Turner County	SD01	SD	01	South Eastern Council of Governments	SD01	Sioux Falls, SD
46127	Union County	SD01	SD	01	South Eastern Council of Governments	IW12	Sioux City, IA-NE-SD
47001	Anderson County	TN01	TN	01	East Tennessee Development District	TN01	Knoxville, TN
47009	Blount County	TN01	TN	01	East Tennessee Development District	TN01	Knoxville, TN
47011	Bradley County	TN08	TN	08	Southeast Tennessee Development District	TN08	Cleveland, TN
47013	Campbell County	TN01	TN	01	East Tennessee Development District	TN01	Knoxville, TN
47019	Carter County	TN09	TN	09	First Tenessee Development District	TN09	Johnson City, TN
47023	Chester County	TN05	TN	05	Southwest Tennessee Development District	TN05	Jackson, TN
47033	Crockett County	TN04	TN	04	Northwest Tennessee Development District	TN05	Jackson, TN
47047	Fayette County	TN02	TN	02	Memphis Area Association of Governments	TN02	Memphis, TN-MS-AR
47057	Grainger County	TN01	TN	01	East Tennessee Development District	TN01	Knoxville, TN
47063	Hamblen County	TN01	TN	01	East Tennessee Development District	TN01	Morristown, TN
47065	Hamilton County	TN08	TN	08	Southeast Tennessee Development District	TN08	Chattanooga, TN-GA
47073	Hawkins County	TN09	TN	09	First Tenessee Development District	TN09	Kingsport-Bristol-Bristol, TN-VA
47089	Jefferson County	TN01	TN	01	East Tennessee Development District	TN01	Morristown, TN
47093	Knox County	TN01	TN	01	East Tennessee Development District	TN01	Knoxville, TN
47105	Loudon County	TN01	TN	01	East Tennessee Development District	TN01	Knoxville, TN
47113	Madison County	TN05	TN	05	Southwest Tennessee Development District	TN05	Jackson, TN
47115	Marion County	TN08	TN	08	Southeast Tennessee Development District	TN08	Chattanooga, TN-GA
47125	Montgomery County	TN03	TN	03	Greater Nashville Regional Council 	TN03	Clarksville, TN-KY
47129	Morgan County	TN01	TN	01	East Tennessee Development District	TN01	Knoxville, TN
47139	Polk County	TN08	TN	08	Southeast Tennessee Development District	TN08	Cleveland, TN
47145	Roane County	TN01	TN	01	East Tennessee Development District	TN01	Knoxville, TN
47153	Sequatchie County	TN08	TN	08	Southeast Tennessee Development District	TN08	Chattanooga, TN-GA
47157	Shelby County	TN02	TN	02	Memphis Area Association of Governments	TN02	Memphis, TN-MS-AR
47163	Sullivan County	TN09	TN	09	First Tenessee Development District	TN09	Kingsport-Bristol-Bristol, TN-VA
47167	Tipton County	TN02	TN	02	Memphis Area Association of Governments	TN02	Memphis, TN-MS-AR
47171	Unicoi County	TN09	TN	09	First Tenessee Development District	TN09	Johnson City, TN
47173	Union County	TN01	TN	01	East Tennessee Development District	TN01	Knoxville, TN
47179	Washington County	TN09	TN	09	First Tenessee Development District	TN09	Johnson City, TN
48007	Aransas County	TX20	TX	20	Coastal Bend Council of Governments	TX20	Corpus Christi, TX
48009	Archer County	TX03	TX	03	Nortex Regional Planning Commission	TX03	Wichita Falls, TX
48011	Armstrong County	TX01	TX	01	Panhandle Regional Planning Commission	TX01	Amarillo, TX
48013	Atascosa County	TX18	TX	18	Alamo Area Council of Governments	TX18	San Antonio-New Braunfels, TX
48015	Austin County	TX16	TX	16	Houston-Galveston Area Council	TX16	Houston-The Woodlands-Sugar Land, TX
48019	Bandera County	TX18	TX	18	Alamo Area Council of Governments	TX18	San Antonio-New Braunfels, TX
48021	Bastrop County	TX12	TX	12	Capital Area Council of Governments	TX12	Austin-Round Rock, TX
48027	Bell County	TX23	TX	23	Central Texas Council of Governments	TX23	Killeen-Temple, TX
48029	Bexar County	TX18	TX	18	Alamo Area Council of Governments	TX18	San Antonio-New Braunfels, TX
48037	Bowie County	TX05	TX	05	Ark-Tex Area Council of Governments	TX05	Texarkana, TX-AR
48039	Brazoria County	TX16	TX	16	Houston-Galveston Area Council	TX16	Houston-The Woodlands-Sugar Land, TX
